Bダイヤ  大阪駅 上り時刻表,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
12,特急はるか,普通,関空快速,大和路快速,特急くろしお,普通,関空快速,大和路快速,特急はるか,普通,関空快速,大和路快速,普通,関空快速,大和路快速,,,,,
,3,4,8,13,18,19,23,28,33,34,38,43,49,53,58,,,,,
,関西空港,,関西空港/和歌山,奈良,新宮,,関西空港/和歌山,奈良方面加茂,関西空港,,関西空港/和歌山,奈良,,関西空港/和歌山,奈良,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
13,特急はるか,普通,関空快速,大和路快速,特急くろしお,普通,関空快速,大和路快速,特急はるか,普通,関空快速,大和路快速,普通,関空快速,大和路快速,,,,,
,3,4,8,13,18,19,23,28,33,34,38,43,49,53,58,,,,,
,関西空港,,関西空港/和歌山,奈良,白浜,,関西空港/和歌山,奈良方面加茂,関西空港,,関西空港/和歌山,奈良,,関西空港/和歌山,奈良,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
14,特急はるか,普通,関空快速,大和路快速,特急くろしお,普通,関空快速,大和路快速,特急はるか,普通,関空快速,大和路快速,普通,関空快速,大和路快速,,,,,
,3,4,8,13,18,19,23,28,33,34,38,43,49,53,58,,,,,
,関西空港,,関西空港/和歌山,奈良,白浜,,関西空港/和歌山,奈良方面加茂,関西空港,,関西空港/和歌山,奈良,,関西空港/和歌山,奈良方面加茂,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
15,特急はるか,普通,関空快速,大和路快速,特急くろしお,普通,関空快速,大和路快速,特急はるか,普通,関空快速,大和路快速,普通,関空快速,大和路快速,,,,,
,3,4,8,13,18,19,23,28,33,34,38,43,49,53,58,,,,,
,関西空港,,関西空港/和歌山,奈良,新宮,,関西空港/和歌山,奈良方面加茂,関西空港,,関西空港/和歌山,奈良,,関西空港/和歌山,奈良方面加茂,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
16,特急はるか,普通,関空快速,大和路快速,普通,特急くろしお,普通,関空快速,大和路快速,普通,特急はるか,普通,関空快速,大和路快速,普通,普通,関空快速,大和路快速,,
,3,4,8,12,15,18,19,23,27,30,33,34,38,42,45,49,53,57,,
,関西空港,,関西空港/和歌山,奈良方面加茂,桜島,白浜,,関西空港/和歌山,奈良方面加茂,桜島,関西空港,,関西空港/和歌山,奈良,桜島,,関西空港/和歌山,奈良方面加茂,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
17,普通,特急はるか,普通,関空快速,大和路快速,普通,特急くろしお,普通,関空快速,大和路快速,普通,特急はるか,普通,関空快速,大和路快速,普通,普通,関空快速,大和路快速,普通
,0,3,4,8,11,14,18,19,23,26,29,33,34,38,41,44,49,53,56,59
,桜島,関西空港,,関西空港/和歌山,奈良,桜島,新宮,,関西空港/和歌山,奈良方面加茂,桜島,関西空港,,関西空港/和歌山,奈良,桜島,,関西空港/和歌山,加茂/五条,桜島
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,特急はるか,普通,関空快速,大和路快速,普通,特急くろしお,普通,関空快速,大和路快速,普通,特急はるか,普通,関空快速,大和路快速,普通,特急くろしお,普通,関空快速,大和路快速,普通
,3,4,8,11,14,18,19,23,26,29,33,34,38,41,44,48,49,53,56,59
,関西空港,,関西空港/和歌山,奈良,桜島,白浜,,関西空港/和歌山,奈良方面加茂,桜島,関西空港,,関西空港/和歌山,奈良,桜島,和歌山,,関西空港/和歌山,奈良方面加茂,桜島
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,特急はるか,普通,関空快速,大和路快速,普通,特急くろしお,普通,関空快速,大和路快速,普通,特急はるか,普通,関空快速,大和路快速,普通,普通,関空快速,大和路快速,普通,
,3,4,8,11,14,18,19,23,26,29,33,34,38,41,44,49,53,56,59,
,関西空港,,関西空港/和歌山,奈良/五条,桜島,新宮,,関西空港/和歌山,奈良方面加茂,桜島,関西空港,,関西空港/和歌山,奈良,桜島,,関西空港,奈良方面加茂,桜島,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
20,特急はるか,普通,関空快速,大和路快速,普通,特急くろしお,普通,快速,大和路快速,普通,特急はるか,普通,関空快速,大和路快速,普通,普通,関空快速,大和路快速,普通,
,3,4,8,11,14,18,19,23,26,29,33,34,38,41,44,49,53,56,59,
,関西空港,,関西空港/和歌山,奈良,桜島,白浜,,日根野,奈良方面加茂,桜島,関西空港,,関西空港/御坊,奈良,桜島,,関西空港/和歌山,奈良方面加茂,桜島,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
21,特急はるか,普通,関空快速,区間快速,普通,特急くろしお,普通,関空快速,普通,普通,関空快速,区間快速,特急くろしお,普通,普通,,,,,
,3,4,8,12,14,18,19,25,28,31,38,42,49,50,54,,,,,
,関西空港,,関西空港,奈良,桜島,紀伊田辺,,関西空港,桜島,,関西空港/御坊,奈良,和歌山,,桜島,,,,,
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
22,普通,関空快速,普通,普通,関空快速,区間快速,普通,快速,普通,特急くろしお,普通,,,,,,,,,
,2,9,14,20,24,28,36,43,48,52,58,,,,,,,,,
,,関西空港,,桜島,関西空港/和歌山,加茂/五条,,日根野,,和歌山,,,,,,,,,,
,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
23,快速,普通,快速,普通,快速,普通,,,,,,,,,,,,,,
,6,12,22,28,38,44,,,,,,,,,,,,,,
,日根野,,日根野,,鳳,天王寺,,,,,,,,,,,,,,
,1,1,1,1,1,1,,,,,,,,,,,,,,
0,普通,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,
,天王寺,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,
